InvoiceNo,CustomerID,CustomerName,ProductID,ProductName, UnitPrice ,Quantity,InvoiceDate
INV_385166,CUST_1358,Katherine Church,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $157.08 ,5,11/15/2025
INV_814407,CUST_1346,Karen Morales DDS,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $31.43 ,1,11/16/2025
INV_756403,CUST_1100,Jennifer Jones,PROD_ba5eef5e,Gauna Power Loomed Geometric Indoor and Outdoor Rug, $85.34 ,1,11/16/2025
INV_420523,CUST_1248,Anthony Dougherty,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $98.12 ,2,11/16/2025
INV_432963,CUST_1306,Michael Morrison,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $93.44 ,1,11/16/2025
INV_558976,CUST_1331,Henry Pugh MD,PROD_ba5eef5e,Gauna Power Loomed Geometric Indoor and Outdoor Rug, $85.75 ,1,11/16/2025
INV_811332,CUST_1171,Christopher Park,PROD_fd0cd8cf,Non-Slip Washable Stain Resistant Area Rug For Living Room Bedroom Dining Room, $94.02 ,1,11/16/2025
INV_926952,CUST_1445,Hayley Buchanan,PROD_89c6f605,Washable Oriental  Area Rugs Non slip Green Rugs, $20.54 ,1,11/16/2025
INV_697467,CUST_1078,Trevor Fisher,PROD_819dccdf,Paint Chip Blue Machine Washable Rug, $34.25 ,1,11/16/2025
INV_795612,CUST_1035,Kim Brown,PROD_179506f6,Warkentin Geometric Indoor Rug, $131.59 ,1,11/17/2025
INV_535970,CUST_1212,Jose Allen,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $117.49 ,1,11/17/2025
INV_349565,CUST_1034,Lauren Daniels,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $497.68 ,1,11/17/2025
INV_220944,CUST_1431,William Moreno,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $193.12 ,1,11/17/2025
INV_936997,CUST_1293,Susan Bennett,PROD_a372467d,Leosvel Faux Sheepskin Indoor Rug, $196.43 ,1,11/17/2025
INV_268099,CUST_1202,Vincent Mueller,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $121.68 ,1,11/17/2025
INV_329056,CUST_1339,Brian Torres,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $19.71 ,2,11/17/2025
INV_938171,CUST_1024,Crystal Robinson,PROD_a0eaf6eb,Tomas Chevron Rug Dark Blue/Gray Indoor/Outdoor Area Rug, $89.90 ,1,11/17/2025
INV_205428,CUST_1051,Courtney Velasquez,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $119.53 ,2,11/17/2025
INV_749863,CUST_1114,Brandon King,PROD_20bbb110,Ainswick Memory Foam Large Rug, $573.42 ,1,11/17/2025
INV_592053,CUST_1246,Mr. Lawrence Edwards,PROD_fd0cd8cf,Non-Slip Washable Stain Resistant Area Rug For Living Room Bedroom Dining Room, $94.43 ,1,11/18/2025
INV_348243,CUST_1426,Daniel Lopez,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $203.39 ,1,11/18/2025
INV_593808,CUST_1030,Angela Morton,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $211.74 ,1,11/18/2025
INV_898717,CUST_1355,Charlotte Sandoval,PROD_9d77c7b9,Rifle Paper Co. x Loloi Rosa Sky Area Rug, $107.07 ,1,11/18/2025
INV_531712,CUST_1091,Jason Peters,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $164.51 ,1,11/18/2025
INV_768061,CUST_1022,Lisa Brandt,PROD_163bd914,Disney Mickey Mouse Tropical Sand Dollar Havana Brown/ Sand Flatweave Indoor/, $214.50 ,1,11/18/2025
INV_520075,CUST_1478,Alejandra King,PROD_f6c97a80,Livdon Washable Medium Rug, $160.86 ,2,11/18/2025
INV_253437,CUST_1045,Michael Hoffman,PROD_0f472890,Oriental Vintage Machine Washable Non-Slip Dark Green Indoor Area Rug, $133.60 ,1,11/18/2025
INV_469412,CUST_1297,Austin Wheeler,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $154.12 ,1,11/18/2025
INV_703950,CUST_1407,John Campbell,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $75.70 ,1,11/18/2025
INV_945197,CUST_1211,Riley Bryant,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $512.17 ,5,11/18/2025
INV_713455,CUST_1246,Mr. Lawrence Edwards,PROD_fd0cd8cf,Non-Slip Washable Stain Resistant Area Rug For Living Room Bedroom Dining Room, $93.26 ,1,11/19/2025
INV_853800,CUST_1018,Mark Lynch,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $182.95 ,1,11/19/2025
INV_719371,CUST_1444,Mrs. Stacey Davis,PROD_7ef65a00,Jules Checkered Area Rug, $129.13 ,1,11/19/2025
INV_953715,CUST_1235,Dr. Cynthia Snyder,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $184.30 ,2,11/19/2025
INV_219073,CUST_1104,Brad Allen,PROD_9d77c7b9,Rifle Paper Co. x Loloi Rosa Sky Area Rug, $107.77 ,2,11/19/2025
INV_539033,CUST_1296,Shaun Cannon,PROD_db0bc388,Waikiki Blue Indoor/Outdoor Rug, $146.67 ,1,11/19/2025
INV_477808,CUST_1230,Allison Lopez,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $156.15 ,1,11/19/2025
INV_498382,CUST_1079,Mrs. Marie Harrington DDS,PROD_885c587d,"Paseo Gurseerit All-Weather Flatweave Indoor/Outdoor Area Rug, Brown Black", $88.33 ,2,11/20/2025
INV_598312,CUST_1289,Jose Bryant,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $99.72 ,1,11/20/2025
INV_497542,CUST_1232,Benjamin Thompson,PROD_b59a3efe,Machine Washable Area Rugs for Entryway 2x3 Non-Slip Soft Throw Rugs Blue/Gray, $20.51 ,1,11/20/2025
INV_690996,CUST_1368,Jeffery Fitzgerald,PROD_86d6a4e7,"Eldonmore 7'8"" X 10' Area Rug", $723.97 ,1,11/20/2025
INV_693943,CUST_1048,Stacey Russell,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $645.03 ,1,11/20/2025
INV_747561,CUST_1016,Patricia Peterson,PROD_fd0cd8cf,Non-Slip Washable Stain Resistant Area Rug For Living Room Bedroom Dining Room, $97.31 ,1,11/20/2025
INV_756944,CUST_1430,Devin Johnson,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,564.42 ",1,11/21/2025
INV_994911,CUST_1300,Victoria Boyd,PROD_0a14d1b3,White Shag Novelty Faux Sheepskin Fur Fluffy Rug, $76.07 ,1,11/21/2025
INV_214576,CUST_1031,Tammy Allison,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $152.44 ,1,11/21/2025
INV_821673,CUST_1489,Julie Wilson,PROD_179506f6,Warkentin Geometric Indoor Rug, $130.24 ,1,11/21/2025
INV_896456,CUST_1351,Todd Thomas,PROD_03310af2,"Dylanton 7'8"" X 10' Area Rug", $490.24 ,1,11/21/2025
INV_153190,CUST_1159,Jodi Walker,PROD_03310af2,"Dylanton 7'8"" X 10' Area Rug", $471.90 ,2,11/21/2025
INV_535092,CUST_1441,Michael Anderson,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,378.58 ",2,11/22/2025
INV_827774,CUST_1196,James Conner,PROD_fd0cd8cf,Non-Slip Washable Stain Resistant Area Rug For Living Room Bedroom Dining Room, $95.13 ,1,11/22/2025
INV_941403,CUST_1103,Marc Lynch,PROD_9d77c7b9,Rifle Paper Co. x Loloi Rosa Sky Area Rug, $113.06 ,1,11/22/2025
INV_216683,CUST_1147,Terri Murphy,PROD_163bd914,Disney Mickey Mouse Tropical Sand Dollar Havana Brown/ Sand Flatweave Indoor/, $212.89 ,2,11/23/2025
INV_346184,CUST_1141,Richard Johnson,PROD_fd0cd8cf,Non-Slip Washable Stain Resistant Area Rug For Living Room Bedroom Dining Room, $93.38 ,1,11/23/2025
INV_419484,CUST_1267,Justin Michael,PROD_cd80d75a,Corrbell 5' X 7' Area Rug, $196.34 ,1,11/23/2025
INV_889256,CUST_1162,Donald Schultz,PROD_0a14d1b3,White Shag Novelty Faux Sheepskin Fur Fluffy Rug, $73.98 ,2,11/23/2025
INV_765046,CUST_1107,Derek Thomas,PROD_7781fd4a,Oriental Indoor Rug, $220.26 ,1,11/23/2025
INV_808699,CUST_1467,Amanda Preston,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $185.85 ,1,11/23/2025
INV_542828,CUST_1004,Gabrielle Davis,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $75.30 ,1,11/23/2025
INV_899281,CUST_1436,Anthony Guzman,PROD_1ad08862,Scalloped Washable Rug Area Rugs for Living Room Modern Rugs Abstract Non-Slip, $78.99 ,1,11/23/2025
INV_882169,CUST_1283,Stephanie Padilla,PROD_7ef65a00,Jules Checkered Area Rug, $133.98 ,2,11/24/2025
INV_376967,CUST_1146,James Little,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $191.98 ,1,11/24/2025
INV_810737,CUST_1199,Kimberly Rodgers,PROD_289ed9b0,Ankita Bordered Jute Area Rug, $335.97 ,1,11/24/2025
INV_777308,CUST_1156,Brianna Anderson,PROD_885c587d,"Paseo Gurseerit All-Weather Flatweave Indoor/Outdoor Area Rug, Brown Black", $89.34 ,1,11/24/2025
INV_711033,CUST_1155,Robin Hall,PROD_81ed29d6,Soft Washable Vintage Distressed Beige Area Rug with Non-Slip Backing, $142.66 ,1,11/24/2025
INV_946335,CUST_1049,Rita Keith,PROD_f6c97a80,Livdon Washable Medium Rug, $159.63 ,1,11/24/2025
INV_874879,CUST_1273,Matthew Velez,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $155.90 ,1,11/24/2025
INV_919528,CUST_1226,Heidi Owen,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $75.82 ,1,11/24/2025
INV_793655,CUST_1400,Patricia Johnson,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $521.69 ,1,11/25/2025
INV_772561,CUST_1127,Jennifer Pena,PROD_cb6ebe0a,Harjot Medium Rug, $162.61 ,2,11/25/2025
INV_684801,CUST_1321,Judy Sanchez,PROD_b7d8e041,Jodhveer Area Rug Washable Rug Non-Slip Backing Indoor Rugs, $38.67 ,2,11/26/2025
INV_996677,CUST_1485,Micheal Parks,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $650.24 ,1,11/26/2025
INV_612357,CUST_1467,Amanda Preston,PROD_cd80d75a,Corrbell 5' X 7' Area Rug, $203.19 ,5,11/26/2025
INV_712333,CUST_1065,Colleen Brock,PROD_0f472890,Oriental Vintage Machine Washable Non-Slip Dark Green Indoor Area Rug, $134.01 ,1,11/26/2025
INV_191208,CUST_1230,Allison Lopez,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $107.76 ,2,11/26/2025
INV_535050,CUST_1418,John Phelps,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $101.17 ,1,11/26/2025
INV_955129,CUST_1286,Angela Griffin,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $649.92 ,1,11/26/2025
INV_233582,CUST_1087,Robert Medina,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $56.57 ,1,11/26/2025
INV_986850,CUST_1243,Travis Wise,PROD_03533587,Hand Hooked Wool Oriental Indoor Rug, $49.88 ,5,11/27/2025
INV_250210,CUST_1471,Samantha Robertson,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $19.00 ,1,11/27/2025
INV_739905,CUST_1301,Sheryl Buck,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $75.63 ,1,11/27/2025
INV_758589,CUST_1084,Barbara Riggs,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $99.15 ,1,11/27/2025
INV_787923,CUST_1339,Brian Torres,PROD_28b95f59,Mendota Geometric Tan Indoor/Outdoor Area Rug, $137.33 ,2,11/27/2025
INV_323088,CUST_1348,Matthew Williams,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $67.22 ,1,11/27/2025
INV_690984,CUST_1360,Leslie Powers,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $76.26 ,5,11/28/2025
INV_556068,CUST_1228,Amanda Hernandez,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $525.96 ,1,11/28/2025
INV_747351,CUST_1058,Erika Terry,PROD_f6c97a80,Livdon Washable Medium Rug, $163.45 ,1,11/28/2025
INV_711116,CUST_1059,Stephanie Gilbert,PROD_cd80d75a,Corrbell 5' X 7' Area Rug, $204.25 ,2,11/28/2025
INV_461792,CUST_1264,Matthew Fox,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $152.68 ,2,11/28/2025
INV_525146,CUST_1399,Gregory Holmes PhD,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $150.50 ,5,11/28/2025
INV_543256,CUST_1068,Paul Larsen,PROD_7cb7c01e,Achilles Cream/Gray Rug, $125.42 ,1,11/28/2025
INV_384076,CUST_1281,Paul Finley,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $20.40 ,1,11/28/2025
INV_466709,CUST_1168,Michelle Schmitt,PROD_b7d8e041,Jodhveer Area Rug Washable Rug Non-Slip Backing Indoor Rugs, $37.46 ,1,11/29/2025
INV_635239,CUST_1399,Gregory Holmes PhD,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $55.01 ,1,11/29/2025
INV_539507,CUST_1255,Gina Mcmillan,PROD_179506f6,Warkentin Geometric Indoor Rug, $127.91 ,2,11/29/2025
INV_456871,CUST_1249,Michelle Lee,PROD_885c587d,"Paseo Gurseerit All-Weather Flatweave Indoor/Outdoor Area Rug, Brown Black", $94.73 ,1,11/29/2025
INV_986278,CUST_1294,Jenna Anderson DVM,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $67.82 ,1,11/29/2025
INV_717558,CUST_1355,Charlotte Sandoval,PROD_03310af2,"Dylanton 7'8"" X 10' Area Rug", $456.98 ,1,11/30/2025
INV_688098,CUST_1020,David Bradley,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $101.73 ,1,11/30/2025
INV_159191,CUST_1219,Stacey Stewart,PROD_f6c97a80,Livdon Washable Medium Rug, $156.60 ,1,11/30/2025
INV_461551,CUST_1382,Cynthia Rios,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,498.09 ",1,11/30/2025
INV_787313,CUST_1249,Michelle Lee,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $19.25 ,1,11/30/2025
INV_945435,CUST_1312,Alexis Tran,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $210.56 ,1,11/30/2025
INV_211871,CUST_1127,Jennifer Pena,PROD_03310af2,"Dylanton 7'8"" X 10' Area Rug", $453.82 ,1,11/30/2025
INV_157706,CUST_1112,Robert Costa,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $93.04 ,1,11/30/2025
INV_582716,CUST_1249,Michelle Lee,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $192.96 ,2,11/30/2025
INV_474387,CUST_1024,Crystal Robinson,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,529.50 ",5,12/1/2025
INV_843670,CUST_1222,Kathleen Jimenez,PROD_163bd914,Disney Mickey Mouse Tropical Sand Dollar Havana Brown/ Sand Flatweave Indoor/, $216.85 ,1,12/1/2025
INV_129576,CUST_1377,Heather Brown,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $76.01 ,1,12/1/2025
INV_496818,CUST_1161,Katherine Browning,PROD_07dd57f8,Nola Geometric Indoor / Outdoor Rug, $103.67 ,1,12/2/2025
INV_823825,CUST_1316,Ryan Hall,PROD_03310af2,"Dylanton 7'8"" X 10' Area Rug", $478.95 ,1,12/2/2025
INV_684195,CUST_1069,Jeremiah Reeves,PROD_1ad08862,Scalloped Washable Rug Area Rugs for Living Room Modern Rugs Abstract Non-Slip, $77.55 ,2,12/2/2025
INV_253672,CUST_1298,Andrew Gonzales,PROD_819dccdf,Paint Chip Blue Machine Washable Rug, $35.04 ,1,12/2/2025
INV_197649,CUST_1383,Kelly Wallace,PROD_3a8f5324,"Lisgrove 7'8"" X 10' Area Rug", $688.47 ,1,12/2/2025
INV_120005,CUST_1467,Amanda Preston,PROD_179506f6,Warkentin Geometric Indoor Rug, $134.73 ,1,12/2/2025
INV_396668,CUST_1143,Terry Coffey,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $166.81 ,1,12/2/2025
INV_261760,CUST_1284,Tyler Mendoza,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $67.20 ,1,12/2/2025
INV_475271,CUST_1422,Richard Walker,PROD_163bd914,Disney Mickey Mouse Tropical Sand Dollar Havana Brown/ Sand Flatweave Indoor/, $198.60 ,1,12/3/2025
INV_985506,CUST_1235,Dr. Cynthia Snyder,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $69.98 ,1,12/3/2025
INV_145576,CUST_1238,Michael Cooper,PROD_1ad08862,Scalloped Washable Rug Area Rugs for Living Room Modern Rugs Abstract Non-Slip, $76.12 ,1,12/3/2025
INV_972064,CUST_1009,Joel Nelson,PROD_03533587,Hand Hooked Wool Oriental Indoor Rug, $51.88 ,1,12/3/2025
INV_227257,CUST_1326,Amanda Mcfarland,PROD_289ed9b0,Ankita Bordered Jute Area Rug, $326.28 ,1,12/3/2025
INV_956255,CUST_1233,Victoria Contreras,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $20.64 ,2,12/4/2025
INV_244464,CUST_1078,Trevor Fisher,PROD_a0eaf6eb,Tomas Chevron Rug Dark Blue/Gray Indoor/Outdoor Area Rug, $90.47 ,1,12/4/2025
INV_194693,CUST_1461,Beth Henderson,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $119.00 ,1,12/4/2025
INV_555786,CUST_1027,Brent Jordan,PROD_a0eaf6eb,Tomas Chevron Rug Dark Blue/Gray Indoor/Outdoor Area Rug, $90.01 ,2,12/4/2025
INV_513741,CUST_1495,Curtis Watson,PROD_16a4bedb,Aitken Machine Woven Geometric Indoor and Outdoor Rug, $68.08 ,1,12/5/2025
INV_779658,CUST_1316,Ryan Hall,PROD_f03852cf,Lahjar Speckled Wool Blend Area Rug, $513.04 ,2,12/5/2025
INV_694799,CUST_1398,Mary Thompson,PROD_a0eaf6eb,Tomas Chevron Rug Dark Blue/Gray Indoor/Outdoor Area Rug, $90.72 ,1,12/5/2025
INV_281162,CUST_1291,Kimberly Brown,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $117.53 ,1,12/5/2025
INV_852715,CUST_1131,Ashlee Jackson,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $197.32 ,5,12/5/2025
INV_642827,CUST_1175,Lawrence Perry,PROD_af993edd,"Reversible Waterproof Plastic Straw Outdoor Area Rug for Patio, Camping", $58.62 ,1,12/6/2025
INV_214928,CUST_1243,Travis Wise,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,342.61 ",5,12/6/2025
INV_555193,CUST_1387,Tamara Jensen,PROD_81ed29d6,Soft Washable Vintage Distressed Beige Area Rug with Non-Slip Backing, $137.54 ,1,12/6/2025
INV_392099,CUST_1179,Mary Gomez,PROD_16a4bedb,Aitken Machine Woven Geometric Indoor and Outdoor Rug, $68.26 ,5,12/6/2025
INV_782524,CUST_1325,Karen Williams,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $74.42 ,1,12/6/2025
INV_673167,CUST_1363,Ryan Harvey,PROD_a0eaf6eb,Tomas Chevron Rug Dark Blue/Gray Indoor/Outdoor Area Rug, $94.34 ,1,12/6/2025
INV_161132,CUST_1380,William Patterson,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $120.43 ,1,12/6/2025
INV_459742,CUST_1219,Stacey Stewart,PROD_61bd4c69,Area Rug Machine Washable Rugs with Rubber Backing for Living Room, $20.35 ,2,12/7/2025
INV_147936,CUST_1468,Alicia Roth,PROD_885c587d,"Paseo Gurseerit All-Weather Flatweave Indoor/Outdoor Area Rug, Brown Black", $90.27 ,1,12/7/2025
INV_146784,CUST_1189,Julie Spencer,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $62.95 ,1,12/7/2025
INV_559969,CUST_1086,Madison Poole,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $73.38 ,1,12/7/2025
INV_492649,CUST_1078,Trevor Fisher,PROD_03533587,Hand Hooked Wool Oriental Indoor Rug, $49.01 ,2,12/8/2025
INV_957091,CUST_1243,Travis Wise,PROD_68bfe17c,Adrihana Machine Woven Abstract Area Rug, $215.15 ,1,12/8/2025
INV_417329,CUST_1449,Kimberly Villanueva,PROD_07dd57f8,Nola Geometric Indoor / Outdoor Rug, $101.50 ,1,12/8/2025
INV_461675,CUST_1189,Julie Spencer,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $61.82 ,5,12/8/2025
INV_345180,CUST_1421,Krista Davis,PROD_ffc555c6,"Azelhurst 7'8"" X 10' Area Rug", $643.75 ,1,12/8/2025
INV_520051,CUST_1214,Rachel Romero,PROD_3b59c0ac,Seraphine Coastal Flatweave Navy Indoor /  Outdoor Area Rug, $72.01 ,1,12/8/2025
INV_632151,CUST_1374,Sandra Juarez,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $198.11 ,1,12/8/2025
INV_501058,CUST_1493,Abigail Hill,PROD_9360ae59,Botanical Modern Machine Washable Floral Indoor Oriental Performance Area Rug, $122.76 ,1,12/9/2025
INV_536019,CUST_1373,Wendy Camacho,PROD_a372467d,Leosvel Faux Sheepskin Indoor Rug, $197.82 ,1,12/9/2025
INV_422763,CUST_1481,Brian Brown,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $146.27 ,1,12/9/2025
INV_356059,CUST_1150,Kimberly Matthews,PROD_f6c97a80,Livdon Washable Medium Rug, $156.89 ,2,12/9/2025
INV_794303,CUST_1491,Brittany Gay,PROD_fd0cd8cf,Non-Slip Washable Stain Resistant Area Rug For Living Room Bedroom Dining Room, $99.99 ,1,12/9/2025
INV_633447,CUST_1466,Kara Jackson,PROD_7ef65a00,Jules Checkered Area Rug, $135.18 ,1,12/9/2025
INV_933958,CUST_1334,Brandon Jordan,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $164.40 ,1,12/10/2025
INV_547858,CUST_1439,Eric Taylor,PROD_28b95f59,Mendota Geometric Tan Indoor/Outdoor Area Rug, $146.30 ,1,12/10/2025
INV_602780,CUST_1179,Mary Gomez,PROD_aaf8a92a,Izola Oriental Indoor/Outdoor Area Rug, $177.62 ,1,12/10/2025
INV_793939,CUST_1229,Laura Moreno,PROD_94b9189a,Enciso Machine Woven Stain Resistant Indoor/Outdoor Area Rug, $62.26 ,1,12/10/2025
INV_821175,CUST_1266,Courtney Dudley,PROD_163bd914,Disney Mickey Mouse Tropical Sand Dollar Havana Brown/ Sand Flatweave Indoor/, $212.07 ,1,12/10/2025
INV_293194,CUST_1169,John Boone,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $155.28 ,1,12/10/2025
INV_880746,CUST_1279,Margaret Sullivan,PROD_885c587d,"Paseo Gurseerit All-Weather Flatweave Indoor/Outdoor Area Rug, Brown Black", $94.43 ,1,12/10/2025
INV_849747,CUST_1294,Jenna Anderson DVM,PROD_0a14d1b3,White Shag Novelty Faux Sheepskin Fur Fluffy Rug, $72.24 ,1,12/10/2025
INV_698097,CUST_1093,Kara Schmidt,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $154.57 ,1,12/11/2025
INV_821942,CUST_1417,Christopher Owens,PROD_289ed9b0,Ankita Bordered Jute Area Rug, $319.69 ,1,12/11/2025
INV_920755,CUST_1496,Michael Sims,PROD_89c6f605,Washable Oriental  Area Rugs Non slip Green Rugs, $20.89 ,1,12/11/2025
INV_813793,CUST_1369,Scott Miller,PROD_03310af2,"Dylanton 7'8"" X 10' Area Rug", $453.44 ,2,12/12/2025
INV_101760,CUST_1436,Anthony Guzman,PROD_b59a3efe,Machine Washable Area Rugs for Entryway 2x3 Non-Slip Soft Throw Rugs Blue/Gray, $20.14 ,1,12/12/2025
INV_513296,CUST_1311,Ryan Rocha,PROD_1b747b15,"Bachby 5'3"" X 7' Area Rug", $163.51 ,1,12/12/2025
INV_218881,CUST_1453,Matthew Greene,PROD_b59a3efe,Machine Washable Area Rugs for Entryway 2x3 Non-Slip Soft Throw Rugs Blue/Gray, $20.82 ,2,12/13/2025
INV_792818,CUST_1474,Madison Martinez,PROD_d02253d6,Lanett Oriental Blue/Gray Area Rug, $95.97 ,2,12/13/2025
INV_649855,CUST_1324,Shannon Davis,PROD_ffc555c6,"Azelhurst 7'8"" X 10' Area Rug", $640.12 ,2,12/13/2025
INV_476556,CUST_1406,Michael Williams,PROD_ef361fba,"Radiant Oriental Multicolor Hand Knotted Wool Blue, Pink, Navy Traditional Area"," $3,495.84 ",2,12/13/2025
INV_227885,CUST_1458,Joseph Camacho,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $107.40 ,1,12/13/2025
INV_593554,CUST_1359,Harold Ellis,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $34.22 ,1,12/13/2025
INV_923218,CUST_1466,Kara Jackson,PROD_7781fd4a,Oriental Indoor Rug, $230.48 ,1,12/13/2025
INV_943706,CUST_1480,Jorge Bates,PROD_cb6ebe0a,Harjot Medium Rug, $157.60 ,1,12/13/2025
INV_509611,CUST_1443,Keith Zuniga,PROD_a6ea231c,Ava-Mary Striped Indoor / Outdoor Rug, $143.61 ,1,12/13/2025
INV_162976,CUST_1141,Richard Johnson,PROD_a39a8d2b,Rinoa Indoor / Outdoor Rug, $200.73 ,1,12/13/2025
INV_548901,CUST_1005,Monica Herrera,PROD_20bbb110,Ainswick Memory Foam Large Rug, $567.95 ,2,12/14/2025
INV_420984,CUST_1066,Robert Contreras,PROD_96a0055d,Loloi Botanical Ivory / Multi Area Rug, $33.00 ,1,12/14/2025
INV_890371,CUST_1003,Abigail Shaffer,PROD_049d2289,Valis Faux Sheepskin Indoor Rug, $101.24 ,1,12/14/2025
INV_499194,CUST_1149,David Medina,PROD_a0eaf6eb,Tomas Chevron Rug Dark Blue/Gray Indoor/Outdoor Area Rug, $89.52 ,1,12/15/2025
INV_382368,CUST_1385,Edwin Reyes,PROD_7cb7c01e,Achilles Cream/Gray Rug, $125.38 ,1,12/15/2025
